"fig_id","description"
"fig-000443","Construction Worker, Blue Overalls over Medium Blue Shirt, Red Hard Hat, Goatee Beard"
"fig-000444","Policeman, Black Jacket with Zipper, Radio, and Badge, White Cap, Yellow Life Vest, Silver Sunglasses"
"fig-000445","Policeman, Black Jacket with Zipper, Radio, and Badge, White Cap"
"fig-000446","Fireman, Red Jacket with Straps, White Helmet with Visor, Orange Sunglasses"
"fig-000447","Jay (The Golden Weapons)"
"fig-000448","Woody, Molded Head"
"fig-000449","Green Army Man"
"fig-000450","Jake Raines in Hat with Goggles"
"fig-000451","Gypsy Moth / Navigator Sharp with Airtanks"
"fig-000452","Rattla"
"fig-000453","Lion Knight, Archer, Wide Brim Helmet, Quiver"
"fig-000454","Dragon Knight, Dark Green, Pearl Titanium Helmet, Stubble"
"fig-000455","Jay ZX (3626c Head)"
"fig-000456","Mia - Medium Blue Top, Lime Shorts"
"fig-000457","Harry Potter, Gryffindor Sweater with Crest"
"fig-000458","Racer, Red Jacket with Classic Space Logo, Blue Helmet with Visor"
"fig-000459","Football Player"
"fig-000460","Hawkeye with Red Glasses"
"fig-000461","Lex Luthor with Dark Purple Legs and Bright Green Shoulder Armor"
"fig-000462","Racer, White Shirt with Two Stripes and 'S', White Legs, Black Helmet"
"fig-000463","Winter Soldier"
"fig-000464","Lord Sam Sinister"
"fig-000465","Fireman, Orange Safety Vest with Radio, Dark Red Helmet, Beard"
"fig-000466","Geonosian, Dark Tan"
"fig-000467","Blue Jacket, White Legs, Black Hair"
"fig-000468","Man, Plain Black, Helmet and Visor"
"fig-000469","Professor Webb / Locust with Airtanks"
"fig-000470","Insectoids Droid / Gigabot"
"fig-000471","Harry Potter, Yellow Skin, Hogwarts Sweater with Crest, Black Hat, Cape with Stars"
"fig-000472","Blue Torso, Green Legs, Red Hat"
"fig-000473","Hulk, Dark Purple Pants, Printed Dark Red Stripes and Avengers Logo"
"fig-000474","Ninja, Master"
"fig-000475","Shogun, Armor and Helmet with Horn, White Robe"
"fig-000476","Man, Green Jacket, Black Legs, Black Cap"
"fig-000477","Timmy, Green Legs, Blue Cap"
"fig-000478","Man, Blue Overalls, Red Hard Hat"
"fig-000479","Santa, Plain Red, White Hands, White Eyebrows"
"fig-000480","Boy, Plain Red Torso, Short Blue Legs, Reddish Brown Hair"
"fig-000481","Racer, Lime and Black Jumpsuit, Black Helmet with Visor"
"fig-000482","Chief"
"fig-000483","Man, White Torso, Light Gray Legs, Maersk Blue Cap"
"fig-000484","Jing Lee the Wanderer"
"fig-000485","Worker - Orange Safety Vest, Blue Legs, Red Helmet, Stubble Beard"
"fig-000486","Race Driver - Team Daredevil 6"
"fig-000487","RoboForce, Yellow"
"fig-000488","Soccer Player White Torso with Blue/Red Stripes, Blue Legs #11"
"fig-000489","Buzz Lightyear with Molded Head"
"fig-000490","Soccer Player Red Torso, White Legs, #18"
"fig-000491","Heroic Knight"
"fig-000492","Emma - Sand Green Top, Dark Pink Shorts"
"fig-000493","Kobe Bryant, Los Angeles Lakers #8"
"fig-000494","Pau Gasol, Memphis Grizzlies #16"
"fig-000495","Tony Parker, San Antonio Spurs #9"
"fig-000496","Snowboarder, Dark Gray, Red Helmet, White Vest"
"fig-000497","Basketball Player, Violet Torso, Violet Legs #3, Non-Spring Legs"
"fig-000498","Basketball Player, Red Torso, Red Non-spring Legs #4"
"fig-000499","Lizard Man"
"fig-000500","Woman, Medium Dark Pink Torso, White Legs, Black Hair"
"fig-000501","LEGOLAND Red with White Cowboy Hat"
"fig-000502","Mr. Good and Evil"
"fig-000503","LEGOLAND Red Torso, Red Legs, White Hat"
"fig-000504","Hera Syndulla"
"fig-000505","Wizard (Dragon Knights) - Majisto/Wiz, no Cape"
"fig-000506","AT-DP Pilot"
"fig-000507","Clone Trooper, Phase II Armor, Angry, Printed Legs (11217 Helmet)"
"fig-000508","Hikaru in Gold Armor"
"fig-000509","Han Solo, Black Vest, Dark Blue Legs, Smooth Hair, Cheek Lines"
"fig-000510","Imperial Crew / Pilot, Black Uniform, Cavalry Cap, Light Nougat Hands"
"fig-000511","Liza - Lime/White Top, Dark Pink Skirt"
"fig-000512","Olivia - Orange Top, Bright Pink Skirt"
"fig-000513","Andrea - Lime Top, Light Aqua Skirt"
"fig-000514","Racer, White Jacket with Zipper, Black Helmet with Visor"
"fig-000515","Man, Blue Shirt with Buttons and Pockets, Blue Legs, White Cap"
"fig-000516","Darth Vader, Light Bluish Gray Skin, Scarred Right Cheek, Eyebrows"
"fig-000517","Policeman with Life Jacket"
"fig-000518","Mountain Climber"
"fig-000519","Naida Riverheart with Flower in Hair"
"fig-000520","Man, Red Jacket with Zipper and Pockets, Blue Legs, Blue Cap"
"fig-000521","Cameraman - Red Legs, Red Cap"
"fig-000522","Actress"
"fig-000523","Cameraman - Red Torso, White Legs, White Cap"
"fig-000524","Actor 2"
"fig-000525","Actor 3"
"fig-000526","Pharaoh Hotep"
"fig-000527","Fireman with Reflective Stripes and Radio, White Fire Helmet, and Beard Stubble"
"fig-000528","Nya (The Golden Weapons)"
"fig-000529","Stitch (CMF)"
"fig-000530","Diver, Man, Red Wetsuit, Red Helmet with Mask, Airtank, Stubble"
"fig-000531","Man, Red Jacket with Zipper, Red Legs, Black Hat"
"fig-000532","Alien (CMF)"
"fig-000533","Stephanie - Lavender Jacket, Scarf, Light Aqua Skirt"
"fig-000534","Black Torso, Black Legs, White Hat"
"fig-000535","Coast Guard, Light Bluish Gray Shirt with Badge, Blue Cap, Yellow Life Vest, Silver Sunglasses"
"fig-000536","Saxophone Player"
"fig-000537","Aladdin (CMF)"
"fig-000538","Genie (CMF)"
"fig-000539","Baron Von Barron (Pilot) with Light Gray Hat"
"fig-000540","Man, Green Jacket, Black Legs, Sunglasses"
"fig-000541","White Torso, Black Legs, Red Hat"
"fig-000542","Construction Worker, Orange Safety Vest with Zipper and Pockets, Blue Legs, Red Hard Hat"
"fig-000543","Lady Robot"
"fig-000544","Green Torso with T, Green Legs, White Cap"
"fig-000545","Horseback Rider, Team GB (CMF)"
"fig-000546","Fireman, Black Fire Jacket with Red Belt and Badge, White Helmet, Moustache"
"fig-000547","Man, Green Jacket, White Legs, Black Hair"
"fig-000548","Alice (CMF)"
"fig-000549","Blue Torso Shirt, Blue Legs, Black Hat"
"fig-000550","Cheshire Cat (CMF)"
"fig-000551","Dino Tracker"
"fig-000552","Daisy Duck with Lavender Top (CMF)"
"fig-000553","TIE Pilot, Plain Legs, Plain Brown Head"
"fig-000554","Soccer Player Coca-Cola Defender"
"fig-000555","Coca-Cola Defender 2"
"fig-000556","Soccer Player Coca-Cola Forward 1"
"fig-000557","Soccer Player Coca-Cola Forward 2"
"fig-000558","Soccer Player Coca-Cola Defender 3"
"fig-000559","Soccer Player Coca-Cola Midfielder 2"
"fig-000560","Soccer Player Coca-Cola Forward 3"
"fig-000561","Soccer Player Coca-Cola Forward 4"
"fig-000562","Soccer Player Coca-Cola Referee"
"fig-000563","Soccer Player Coca-Cola Hot Dog Girl"
"fig-000564","Soccer Player Coca-Cola Doctor"
"fig-000565","TV Worker - White Torso, Blue Legs, Blue Cap, Soccer"
"fig-000566","Red Riding Jacket with Award Ribbon, Black Riding Helmet, and White Legs"
"fig-000567","Soccer Player Coca-Cola Secret A"
"fig-000568","Soccer Player Coca-Cola Secret B"
"fig-000569","Donald Duck (CMF)"
"fig-000570","Olivia - Bright Pink Top, Lime Trousers"
"fig-000571","C-3PO, Chrome Gold (30th Anniversary)"
"fig-000572","Aztec Warrior"
"fig-000573","Wizard (Dragon Knights) - Majisto/Wiz, Plastic Cape"
"fig-000574","Minnie Mouse with Dark Pink with White Spots Dress and Bow (CMF)"
"fig-000575","Royal Soldier"
"fig-000576","Mickey Mouse (CMF)"
"fig-000577","Man, Plain Blue, Red Hard Hat"
"fig-000578","Train Worker - Red Vest, Blue Legs, White Helmet, Plain Face"
"fig-000579","Jester"
"fig-000580","Train Worker - Red Vest, Dark Gray Legs, White Helmet, Sunglasses"
"fig-000581","Darth Vader, Chrome Black"
"fig-000582","Conductor - Yellow Jacket, Black legs, Red Hat"
"fig-000583","Swashbuckler"
"fig-000584","Conductor - Blue Jacket, Black Legs, Red Hat (3626a Head)"
"fig-000585","Mr. Incredible (CMF)"
"fig-000586","Syndrome (CMF)"
"fig-000587","Racer, Blue Jumpsuit with Octan Logo, Blue Cap, Yellow Life Vest, Silver Sunglasses"
"fig-000588","LEGOLAND White Torso, Red Legs, Red Hat"
"fig-000589","Cowgirl"
"fig-000590","Peter Pan (CMF)"
"fig-000591","Captain Hook (CMF)"
"fig-000592","Hun Warrior"
"fig-000593","Hermione Granger, Yellow Skin, Medium Blue Sweater"
"fig-000594","Ron Weasley, Yellow Skin, Blue Sweater, Cape with Stars"
"fig-000595","Harry Potter, Yellow Skin, Gryffindor Sweater with Crest, Violet Cape"
"fig-000596","Razar with Flat Silver Shoulder Armor"
"fig-000597","Ursula (CMF)"
"fig-000598","Man - White Torso, Blue Overall, Blue Cap - 3626b Head"
"fig-000599","Green Torso, White Legs, White Cap"
"fig-000600","Ariel (CMF)"
"fig-000601","Darth Maul, Horns, Printed Red Arms"
"fig-000602","Coast Guard, Yellow Jacket with Zipper, Radio and Badge, Blue Helmet with Visor, Yellow Life Vest, Stubble"
"fig-000603","Fairy"
"fig-000604","Policewoman, Black Jacket with Zipper and Badge, White Cap"
"fig-000605","Joachim Low (CMF)"
"fig-000606","Fireman, Light Gray Fire Suit with Gauge and Pocket, Black Helmet with Visor, Breathing Apparatus, Airtanks, Moustache"
"fig-000607","Arctic Explorer, Hood, Printed Orange Goggles"
"fig-000608","Jay, Kendo Outfit"
"fig-000609","Fireman, Black Fire Jacket with Reflective Stripes, Radio, and Badge, Yellow Hands, White Helmet, Cheek Lines"
"fig-000610","TC-14"
"fig-000611","Stephanie - White Top, Magneta Skirt"
"fig-000612","Elrond"
"fig-000613","Thomas Muller"
"fig-000614","Blue Torso, Black Legs, Red Hat"
"fig-000615","Cyclops"
"fig-000616","Policeman, Black JAcket with Zipper, Radio, Badge, and 'POLICE' on Back, White Helmet with Visor, Silver Sunglasses"
"fig-000617","Red Torso, Orange Legs, Black Hair"
"fig-000618","Man, Black Jacket, Dark Blue Legs, Reddish Brown Flat Cap"
"fig-000619","Construction Worker, Orange Jacket with Zipper and Reflective Stripes, Orange Legs, Black Cap"
"fig-000620","Construction Worker, Orange Jacket with Zipper and Reflective Stripes, Orange Legs, Red Hard Hat, Cheek Lines"
"fig-000621","Wizard (Fantasy Era) - Good, no Cape"
"fig-000622","Max Villano with Backpack"
"fig-000623","Race Driver, Black Racing Suit, Black Hair"
"fig-000624","Mars Astronaut, Smirk / Scared"
"fig-000625","Andre Schurrle (CMF)"
"fig-000626","Coast Guard, Yellow Jacket with Zipper, Radio and Badge, Blue Helmet with Visor, Orange Sunglasses"
"fig-000627","Sami Khedira (CMF)"
"fig-000628","Mike"
"fig-000629","Baron Von Barron"
"fig-000630","Construction Worker, Orange Safety vest, Orange Legs, Grey Beard"
"fig-000631","Dr. Charles Lightning"
"fig-000632","Miss Gail Storm with Backpack"
"fig-000633","Man, Blue Overalls over White V-Neck Shirt, Red Cap, Brown Eyebrows"
"fig-000634","Man, Blue Shirt with Buttons and Pockets, Blue Legs, Blue Cap (3626a Head)"
"fig-000635","Lifeguard, White Tank Top with Windsurfer, Blue Legs, Ponytail"
"fig-000636","Hikaru"
"fig-000637","Jerome Boateng (CMF)"
"fig-000638","Shadow Knight Vladek"
"fig-000639","Jayko"
"fig-000640","Man, Open Dark Blue Jacket, Tan Legs, Red Cap"
"fig-000641","Man, White Torso, Blue Legs, Red Hat"
"fig-000642","Knight (Black Falcon) - Black Legs, Black Hips, Rounded Shield, Neck-Protector, 3626a"
"fig-000643","Man, Blue Overalls over Shirt, Blue Legs, Blue Cap"
"fig-000644","Peasant - Light Gray Legs, Brown Hood"
"fig-000645","King (Royal Knights) - Blue Legs, Blue Hips, no Cape"
"fig-000646","Knight (Fright Knights) - Black Helmet, no Plume"
"fig-000647","Max Kruse (CMF)"
"fig-000648","Bat Lord (Fright Knights) - Cape"
"fig-000649","Basketball Player, Tan Torso, Black Legs"
"fig-000650","Woman - White Torso, Red Legs, Black Hair"
"fig-000651","Medusa"
"fig-000652","Construction Worker, Blue Torso, Black Legs, Red Hard Hat, Yellow Vest"
"fig-000653","Man, Open Black Jacket over Red Shirt, Blue Legs, Black Cap"
"fig-000654","Manuel Neuer (CMF)"
"fig-000655","Pilot, Open Black Jacket over Dark Gray Vest and Tie, Black Hat with Goggles"
"fig-000656","Mario Gotze (CMF)"
"fig-000657","Aquanaut 1"
"fig-000658","Race Driver, Green Torso, Green Legs, Lime Helmet"
"fig-000659","Knight - Blue Torso, Dark Bluish Grey legs, Metallic Silver Helmet"
"fig-000660","Paisley - White Top, Sand Blue Legs, Medium Lavendar Fanny Pack"
"fig-000661","Medium Blue Torso, Blue Overall, Blue Cap (4485)"
"fig-000662","Pirate - Blue Jacket, Light Gray Legs, Brown Tricorne (3626b Head)"
"fig-000663","Man, Dark Turquoise Jacket, Dark Blue Legs, Black Hair"
"fig-000664","Clone Pilot, Plain Black Head"
"fig-000665","Pirate - Blue Stripes, White Legs, Red Bandana, 3626a"
"fig-000666","Pirate - Blue Jacket, Black Legs, Black Bicorne"
"fig-000667","Benedikt Howedes (CMF)"
"fig-000668","Soldier (Imperial Armada) - Red"
"fig-000669","Crawley"
"fig-000670","Marco Reus (CMF)"
"fig-000671","President Business (CMF)"
"fig-000672","Man, Yellow Shirt with Two Stripes and 'S', Light Gray Legs, Black Hard Hat"
"fig-000673","Emmet, Red Hard Hat"
"fig-000674","Postal Worker, Red Shirt with Horn Logo, Black Legs, Black Hat (3626a Head)"
"fig-000675","Man, Black Overalls, Red Hard Hat (3626a Head)"
"fig-000676","Cargo Worker, Green Jacket with Pocket, Green Cap, Sunglasses"
"fig-000677","Man, Red Torso, Blue Legs, Black Hard Hat"
"fig-000678","Toni Kroos"
"fig-000679","Construction Worker, Orange Overalls, Red Hard Hat, Beard and Glasses"
"fig-000680","Man, White Vest, Medium Nougat Legs, Black Hair"
"fig-000681","Man, White Torso, Green Legs, White Cap"
"fig-000682","Firefighter, Black Fire Suit, Dark Orange Hair, Beard"
"fig-000683","Mesut Ozil (CMF)"
"fig-000684","Woman, Red Riding Jacket, White Legs, Black Hard Hat"
"fig-000685","Taco Tuesday Guy (CMF)"
"fig-000686","Man, Blue Shirt with Buttons and Pockets, Black Legs, Black Hat"
"fig-000687","Racer, Green Jacket with Zipper and Octan Logo, White Cap"
"fig-000688","Repairman, Light Gray Vest with Phone Logo and ID Badge, Blue Cap, Sunglasses"
"fig-000689","Construction Worker, Blue Jacket with Zipper and Bulldozer Badge, Blue Legs, Red Hard Hat"
"fig-000690","Jet, Trans-Neon Green Visor"
"fig-000691","Racer, White Jacket with Zipper and Octan Logo, White Helmet with Visor, Blue Sunglasses"
"fig-000692","Construction Worker, Orange Jacket with Zipper and Reflective Stripes, Orange Legs, White Hard Hat, Beard"
"fig-000693","Sparks"
"fig-000694","Paintball Player"
"fig-000695","Robot (CMF)"
"fig-000696","Mechanic, Red Overalls, Blue Cap, Printed Hair"
"fig-000697","Policeman, Black Jacket with Zipper and Badge, Black Cap, Sunglasses"
"fig-000698","Sad Clown"
"fig-000699","Fireman, Black Fire Jacket with Red Belt and Badge, Black Hair"
"fig-000700","Man, Green Jacket, White Legs, White Cap, Yellow Life Vest, Blue Sunglasses"
"fig-000701","Fireman, Classic, Black Fire Jacket with Red Belt and Buttons, White Helmet (3626b Head)"
"fig-000702","Bastian Schweinsteiger (CMF)"
"fig-000703","Man, Brown Jacket, Light Gray Legs, Blue Helmet with Visor, Blue Visor"
"fig-000704","Woman, White and Blue Striped Shirt, White Legs, Black Hair"
"fig-000705","Racer, Red Jacket with Octan Logo and 'RACING', Red Legs, Red Helmet with Visor, Sunglasses"
"fig-000706","Man, Black Jacket over Red Shirt, Black Legs, White Cap"
"fig-000707","Doctor, Woman, White Jacket with Red Cross, White Legs, Black Hair"
"fig-000708","Baseball Fielder"
"fig-000709","Christoph Kramer (CMF)"
"fig-000710","Diver, Man, Red Wetsuit, Black Helmet with Mask, Airtank, Printed White Hair"
"fig-000711","Shkodran Mustafi (CMF)"
"fig-000712","Lloyd Garmadon"
"fig-000713","Man, White Torso with Red and Blue Stripes, Blue Legs, Red Helmet"
"fig-000714","Construction Worker, Blue Jacket with Highway Logo, Blue Legs, Red Hard Hat"
"fig-000715","Man, White Top with Large Octan Logo, Green Legs, Red Cap"
"fig-000716","Man, Brown Jacket, Black Legs, Black Helmet with Visor, Sunglasses"
"fig-000717","Doctor, Woman, White Jacket with Red Cross, Black Hair"
"fig-000718","Racer, Red Jacket with Zipper, White Helmet with Visor"
"fig-000719","Man, Blue Shirt with Buttons and Pockets, Black Legs, Red Hard Hat"
"fig-000720","Man, Blue Overalls, Blue Cap - 3626a Head"
"fig-000721","Man, Blue Overalls, Black Hair (3626a Head)"
"fig-000722","Man, Plain Red Torso, Black Legs, Red Hard Hat, Yellow Vest"
"fig-000723","Arctic Crew, Black, Hood"
"fig-000724","Man, Red Overalls, Red Hard Hat (3626b Head)"
"fig-000725","Man, Blue Jacket with Zipper, Blue Legs, Red Cap, Sunglasses"
"fig-000726","Man, Red Top with Exxon Logo, Black Legs, Black Hat"
"fig-000727","Doctor, White Jacket with Red Cross, White Legs, Red Helmet"
"fig-000728","Man, Green Jacket, Blue Legs, Blue Cap, Blue Sunglasses"
"fig-000729","Fireman, Classic, Black Fire Jacket with Red Belt and Buttons, White Helmet (3842a Helmet)"
"fig-000730","Stingray 3"
"fig-000731","Man, Blue Shirt with Buttons and Pockets, Blue Legs, Blue Hard Hat"
"fig-000732","Firefighter, Black Fire Suit, Vibrant Yellow Helmet"
"fig-000733","Man - Blue Jacket, Blue Legs, Red Hat"
"fig-000734","Indian Chief"
"fig-000735","Man, White Torso, Blue Legs, Helmet with Visor, Yellow Life Vest - 3626a Head"
"fig-000736","Soldier - Western, Lieutenant, Cap"
"fig-000737","Res-Q Man, Helmet with Visor, Yellow Life Vest, Sunglasses"
"fig-000738","Pepper Roni with Neck Bracket"
"fig-000739","Brickster with Black Hat"
"fig-000740","Criminal, Black Striped Top with Rope, Black Hat, Dark Tan Backpack, Stubble"
"fig-000741","Ogel"
"fig-000742","Classic Spaceman, Blue with Airtanks (3842b Helmet)"
"fig-000743","Bandit - Western, Black Jacket, White Handkerchief, Brown Hat"
"fig-000744","Santa, Plain Red"
"fig-000745","Classic Spaceman, Red with Airtanks (3842b Helmet)"
"fig-000746","Radia"
"fig-000747","Futuron Spaceman, Blue with Airtanks and Dark Blue Visor"
"fig-000748","Johnny Thunder, Printed Legs (Expedition)"
"fig-000749","Space Police 2 Chief"
"fig-000750","Ice Planet - White Eyebrows, Mustache"
"fig-000751","UFO Alien, Red, Plain Black Helmet"
"fig-000752","UFO Droid, Red"
"fig-000753","Exploriens Spaceman, with Radio on Belt"
"fig-000754","Exploriens Spaceman, with Breathing Apparatus"
"fig-000755","Racer, Extreme Team, Black Jacket, Black Legs, White Helmet with Flames and Visor, Blue Sunglasses"
"fig-000756","Spyrius Chief"
"fig-000757","Octan Racer"
"fig-000758","Emma - White Robe, White Trousers, Karate"
"fig-000759","RoboForce, Red"
"fig-000760","Knight (Knights Kingdom I) - Gilbert the Bad, Black Helmet, Horn"
"fig-000761","Viper"
"fig-000762","LEGOLAND Blue"
"fig-000763","Techno Leon"
